"order_date","order_year","order_month","month_number","category","sales","quantity","discount","profit"
"2017-09-18","2017","September","9","Technology","101.34","3.0","0.0","8.1072"
"2017-09-23","2017","September","9","Office Supplies","73.176","6.0","80.0","-197.5752"
"2017-09-23","2017","September","9","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-09-23","2017","September","9","Technology","39.984","2.0","20.0","-8.9964"
"2017-11-03","2017","November","11","Office Supplies","26.4","5.0","0.0","11.88"
"2017-01-20","2017","January","1","Office Supplies","3.52","2.0","0.0","1.0208"
"2017-10-21","2017","October","10","Office Supplies","161.568","2.0","20.0","16.1568"
"2017-10-21","2017","October","10","Office Supplies","4.064","1.0","20.0","1.3716"
"2017-10-21","2017","October","10","Office Supplies","6.216","4.0","70.0","-4.9728"
"2017-04-25","2017","April","4","Office Supplies","8.896","4.0","20.0","0.6672"
"2017-11-13","2017","November","11","Office Supplies","2.064","1.0","20.0","0.1548"
"2017-09-09","2017","September","9","Office Supplies","6.368","2.0","20.0","2.388"
"2017-05-19","2017","May","5","Office Supplies","38.016","6.0","20.0","13.7808"
"2017-04-28","2017","April","4","Office Supplies","8.384","1.0","20.0","0.7336"
"2017-04-28","2017","April","4","Office Supplies","6.848","2.0","20.0","0.7704"
"2017-12-29","2017","December","12","Office Supplies","19.6","5.0","0.0","9.604"
"2017-12-29","2017","December","12","Furniture","68.46","2.0","0.0","20.538"
"2017-09-04","2017","September","9","Office Supplies","13.344","6.0","20.0","4.3368"
"2017-09-04","2017","September","9","Furniture","1478.272","8.0","20.0","92.392"
"2017-09-28","2017","September","9","Furniture","9.24","3.0","0.0","4.4352"
"2017-12-19","2017","December","12","Furniture","13.36","5.0","20.0","4.008"
"2017-12-19","2017","December","12","Office Supplies","78.256","2.0","20.0","-17.6076"
"2017-12-19","2017","December","12","Furniture","102.018","7.0","70.0","-183.6324"
"2017-12-26","2017","December","12","Office Supplies","750.68","2.0","0.0","37.534"
"2017-06-15","2017","June","6","Office Supplies","44.4","3.0","0.0","22.2"
"2017-06-15","2017","June","6","Office Supplies","84.55","5.0","0.0","22.8285"
"2017-06-15","2017","June","6","Office Supplies","17.94","3.0","0.0","8.7906"
"2017-10-08","2017","October","10","Technology","103.192","1.0","20.0","11.6091"
"2017-10-08","2017","October","10","Technology","36.0","2.0","0.0","6.48"
"2017-10-08","2017","October","10","Technology","239.96","4.0","0.0","115.1808"
"2017-10-08","2017","October","10","Office Supplies","40.68","2.0","0.0","0.4068"
"2017-01-30","2017","January","1","Furniture","419.136","4.0","20.0","-68.1096"
"2017-04-01","2017","April","4","Technology","23.976","3.0","20.0","-5.6943"
"2017-04-01","2017","April","4","Office Supplies","6.264","3.0","20.0","2.0358"
"2017-04-01","2017","April","4","Office Supplies","20.808","3.0","20.0","1.8207"
"2017-04-01","2017","April","4","Furniture","218.352","3.0","20.0","-19.1058"
"2017-01-26","2017","January","1","Office Supplies","18.16","2.0","20.0","1.816"
"2017-06-12","2017","June","6","Technology","63.92","2.0","20.0","19.176"
"2017-07-15","2017","July","7","Office Supplies","6.56","2.0","0.0","1.9024"
"2017-07-15","2017","July","7","Office Supplies","7.83","3.0","0.0","3.6018"
"2017-07-15","2017","July","7","Technology","41.9","2.0","0.0","8.799"
"2017-07-15","2017","July","7","Furniture","664.146","6.0","10.0","88.5528"
"2017-07-15","2017","July","7","Office Supplies","8.96","2.0","0.0","4.3904"
"2017-11-02","2017","November","11","Furniture","3.312","1.0","20.0","0.6624"
"2017-11-02","2017","November","11","Office Supplies","20.136","3.0","20.0","1.2585"
"2017-11-02","2017","November","11","Office Supplies","8.856","3.0","20.0","2.8782"
"2017-11-02","2017","November","11","Technology","859.2","4.0","40.0","-186.16"
"2017-05-15","2017","May","5","Office Supplies","56.704","2.0","20.0","19.1376"
"2017-05-15","2017","May","5","Technology","11.12","2.0","20.0","3.475"
"2017-12-04","2017","December","12","Furniture","239.96","10.0","30.0","-10.284"
"2017-12-04","2017","December","12","Furniture","54.768","2.0","20.0","6.846"
"2017-12-04","2017","December","12","Office Supplies","13.392","3.0","20.0","3.1806"
"2017-12-04","2017","December","12","Office Supplies","23.92","5.0","20.0","8.671"
"2017-12-04","2017","December","12","Technology","255.968","4.0","20.0","-28.7964"
"2017-04-30","2017","April","4","Office Supplies","9.78","2.0","0.0","4.0098"
"2017-04-24","2017","April","4","Office Supplies","1.81","1.0","0.0","0.6516"
"2017-08-06","2017","August","8","Office Supplies","115.296","3.0","20.0","40.3536"
"2017-12-02","2017","December","12","Technology","2479.96","4.0","0.0","743.988"
"2017-05-22","2017","May","5","Furniture","181.986","2.0","30.0","-54.5958"
"2017-05-22","2017","May","5","Office Supplies","1.592","2.0","80.0","-2.6268"
"2017-05-22","2017","May","5","Office Supplies","22.344","3.0","20.0","2.5137"
"2017-09-22","2017","September","9","Office Supplies","67.4","5.0","0.0","17.524"
"2017-09-07","2017","September","9","Furniture","25.16","2.0","0.0","10.5672"
"2017-09-07","2017","September","9","Technology","126.56","4.0","20.0","47.46"
"2017-10-02","2017","October","10","Furniture","10.16","2.0","0.0","3.4544"
"2017-03-31","2017","March","3","Office Supplies","34.54","1.0","0.0","17.27"
"2017-03-31","2017","March","3","Technology","2999.95","5.0","0.0","1439.976"
"2017-03-31","2017","March","3","Office Supplies","64.12","4.0","0.0","30.7776"
"2017-03-13","2017","March","3","Office Supplies","19.456","4.0","20.0","2.1888"
"2017-03-13","2017","March","3","Technology","209.986","2.0","30.0","8.9994"
"2017-03-13","2017","March","3","Office Supplies","29.76","5.0","20.0","1.86"
"2017-03-13","2017","March","3","Furniture","89.768","1.0","30.0","-2.5648"
"2017-03-13","2017","March","3","Technology","959.984","2.0","20.0","335.9944"
"2017-03-13","2017","March","3","Office Supplies","15.552","3.0","20.0","5.6376"
"2017-03-13","2017","March","3","Technology","34.36","1.0","20.0","-7.3015"
"2017-09-09","2017","September","9","Office Supplies","6.56","2.0","0.0","1.9024"
"2017-09-09","2017","September","9","Furniture","243.92","5.0","20.0","-15.245"
"2017-09-09","2017","September","9","Office Supplies","47.52","9.0","0.0","22.8096"
"2017-10-04","2017","October","10","Furniture","19.98","1.0","0.0","8.5914"
"2017-11-30","2017","November","11","Office Supplies","83.56","4.0","0.0","1.6712"
"2017-11-30","2017","November","11","Technology","546.06","3.0","0.0","163.818"
"2017-11-30","2017","November","11","Office Supplies","269.49","3.0","0.0","5.3898"
"2017-11-19","2017","November","11","Office Supplies","59.913","7.0","70.0","-45.9333"
"2017-09-24","2017","September","9","Technology","391.98","2.0","0.0","109.7544"
"2017-09-24","2017","September","9","Technology","437.85","3.0","0.0","131.355"
"2017-02-13","2017","February","2","Office Supplies","25.02","3.0","0.0","6.5052"
"2017-02-13","2017","February","2","Office Supplies","10.71","3.0","0.0","2.7846"
"2017-03-25","2017","March","3","Office Supplies","11.05","5.0","0.0","2.9835"
"2017-08-31","2017","August","8","Technology","659.9","2.0","0.0","217.767"
"2017-08-18","2017","August","8","Technology","843.9","2.0","0.0","371.316"
"2017-08-18","2017","August","8","Technology","1496.16","9.0","0.0","224.424"
"2017-06-30","2017","June","6","Furniture","19.52","2.0","20.0","5.368"
"2017-06-26","2017","June","6","Office Supplies","13.872","6.0","20.0","4.6818"
"2017-06-26","2017","June","6","Furniture","273.552","3.0","20.0","-13.6776"
"2017-09-03","2017","September","9","Office Supplies","82.56","5.0","20.0","28.896"
"2017-09-03","2017","September","9","Technology","284.97","3.0","0.0","85.491"
"2017-03-26","2017","March","3","Furniture","60.84","3.0","0.0","23.1192"
"2017-04-02","2017","April","4","Office Supplies","11.12","4.0","0.0","2.8912"
"2017-03-23","2017","March","3","Office Supplies","34.76","5.0","20.0","11.297"
"2017-04-14","2017","April","4","Furniture","74.45","5.0","0.0","20.1015"
"2017-11-02","2017","November","11","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-07-17","2017","July","7","Office Supplies","32.4","5.0","0.0","15.552"
"2017-07-17","2017","July","7","Office Supplies","57.9","5.0","0.0","28.95"
"2017-07-17","2017","July","7","Office Supplies","10.56","2.0","0.0","0.0"
"2017-07-17","2017","July","7","Furniture","1194.165","5.0","15.00","210.735"
"2017-10-06","2017","October","10","Office Supplies","40.99","1.0","0.0","20.0851"
"2017-10-27","2017","October","10","Office Supplies","15.84","2.0","20.0","5.544"
"2017-10-27","2017","October","10","Office Supplies","8.448","2.0","20.0","2.64"
"2017-10-14","2017","October","10","Office Supplies","27.396","9.0","80.0","-42.4638"
"2017-10-14","2017","October","10","Office Supplies","13.456","1.0","80.0","-23.548"
"2017-11-03","2017","November","11","Office Supplies","35.88","6.0","0.0","17.5812"
"2017-09-22","2017","September","9","Office Supplies","40.176","3.0","20.0","14.5638"
"2017-07-31","2017","July","7","Technology","36.792","1.0","20.0","4.1391"
"2017-09-25","2017","September","9","Office Supplies","177.55","5.0","0.0","47.9385"
"2017-03-29","2017","March","3","Office Supplies","81.4","5.0","0.0","21.164"
"2017-12-08","2017","December","12","Technology","178.11","3.0","0.0","32.0598"
"2017-12-08","2017","December","12","Office Supplies","1089.75","3.0","0.0","305.13"
"2017-12-08","2017","December","12","Office Supplies","61.06","2.0","0.0","28.0876"
"2017-12-08","2017","December","12","Furniture","459.92","4.0","0.0","41.3928"
"2017-12-08","2017","December","12","Office Supplies","27.52","4.0","0.0","12.6592"
"2017-06-29","2017","June","6","Furniture","638.82","9.0","0.0","185.2578"
"2017-06-29","2017","June","6","Office Supplies","30.69","3.0","0.0","7.9794"
"2017-06-29","2017","June","6","Furniture","25.16","2.0","0.0","8.5544"
"2017-03-28","2017","March","3","Office Supplies","12.96","2.0","0.0","6.3504"
"2017-03-28","2017","March","3","Furniture","26.48","1.0","0.0","10.0624"
"2017-03-28","2017","March","3","Technology","532.72","2.0","20.0","53.272"
"2017-03-28","2017","March","3","Office Supplies","26.72","4.0","0.0","12.8256"
"2017-03-28","2017","March","3","Office Supplies","20.04","3.0","0.0","9.6192"
"2017-03-28","2017","March","3","Office Supplies","795.48","7.0","0.0","7.9548"
"2017-03-28","2017","March","3","Furniture","21.56","7.0","0.0","6.8992"
"2017-11-18","2017","November","11","Technology","74.95","5.0","0.0","36.7255"
"2017-08-12","2017","August","8","Office Supplies","542.94","3.0","0.0","152.0232"
"2017-08-12","2017","August","8","Furniture","54.92","4.0","0.0","19.7712"
"2017-09-08","2017","September","9","Technology","85.2","6.0","20.0","20.235"
"2017-10-02","2017","October","10","Furniture","217.764","6.0","70.0","-384.7164"
"2017-10-02","2017","October","10","Office Supplies","39.072","6.0","20.0","4.3956"
"2017-10-02","2017","October","10","Office Supplies","22.638","7.0","70.0","-16.6012"
"2017-10-02","2017","October","10","Office Supplies","95.144","7.0","20.0","10.7037"
"2017-04-10","2017","April","4","Furniture","12.32","5.0","20.0","1.848"
"2017-04-10","2017","April","4","Office Supplies","4.419","3.0","70.0","-3.0933"
"2017-09-29","2017","September","9","Office Supplies","35.0","7.0","0.0","16.8"
"2017-09-29","2017","September","9","Furniture","72.784","1.0","20.0","0.0"
"2017-09-29","2017","September","9","Office Supplies","97.84","2.0","0.0","25.4384"
"2017-09-29","2017","September","9","Furniture","51.75","1.0","0.0","15.525"
"2017-09-29","2017","September","9","Office Supplies","46.672","2.0","20.0","16.3352"
"2017-05-12","2017","May","5","Office Supplies","10.272","3.0","20.0","1.1556"
"2017-11-13","2017","November","11","Office Supplies","61.792","4.0","20.0","6.1792"
"2017-11-13","2017","November","11","Furniture","205.9992","3.0","32.00","-27.2646"
"2017-05-12","2017","May","5","Office Supplies","238.62","2.0","0.0","4.7724"
"2017-05-12","2017","May","5","Office Supplies","7.77","1.0","0.0","2.0979"
"2017-05-12","2017","May","5","Furniture","285.48","5.0","20.0","-10.7055"
"2017-05-12","2017","May","5","Office Supplies","19.168","4.0","20.0","6.4692"
"2017-09-03","2017","September","9","Office Supplies","419.4","4.0","0.0","201.312"
"2017-09-03","2017","September","9","Furniture","90.801","1.0","10.0","14.1246"
"2017-09-03","2017","September","9","Furniture","181.764","2.0","10.0","-8.0784"
"2017-09-03","2017","September","9","Office Supplies","5.56","2.0","0.0","2.224"
"2017-11-27","2017","November","11","Technology","57.568","4.0","20.0","5.7568"
"2017-09-03","2017","September","9","Furniture","239.666","2.0","15.00","14.098"
"2017-03-30","2017","March","3","Office Supplies","59.76","1.0","0.0","16.7328"
"2017-06-04","2017","June","6","Office Supplies","108.08","7.0","0.0","54.04"
"2017-06-04","2017","June","6","Office Supplies","9.54","3.0","0.0","4.3884"
"2017-10-08","2017","October","10","Office Supplies","42.76","1.0","0.0","11.1176"
"2017-09-10","2017","September","9","Office Supplies","2.78","1.0","0.0","1.3622"
"2017-09-09","2017","September","9","Office Supplies","99.87","3.0","0.0","23.9688"
"2017-01-12","2017","January","1","Office Supplies","9.78","1.0","0.0","4.89"
"2017-11-06","2017","November","11","Office Supplies","59.94","3.0","0.0","28.1718"
"2017-11-06","2017","November","11","Office Supplies","45.36","4.0","0.0","22.2264"
"2017-11-06","2017","November","11","Office Supplies","26.4","5.0","0.0","12.672"
"2017-11-06","2017","November","11","Office Supplies","41.4","4.0","0.0","19.872"
"2017-11-06","2017","November","11","Technology","16.95","1.0","0.0","1.017"
"2017-11-19","2017","November","11","Office Supplies","22.96","7.0","0.0","6.6584"
"2017-06-03","2017","June","6","Technology","1099.5","10.0","0.0","362.835"
"2017-07-07","2017","July","7","Furniture","87.21","3.0","50.0","-45.3492"
"2017-07-07","2017","July","7","Office Supplies","15.552","3.0","20.0","5.4432"
"2017-07-07","2017","July","7","Technology","683.988","2.0","40.0","-113.998"
"2017-07-07","2017","July","7","Office Supplies","13.392","3.0","20.0","1.0044"
"2017-07-07","2017","July","7","Technology","16.776","3.0","20.0","4.8231"
"2017-07-07","2017","July","7","Technology","527.92","2.0","20.0","85.787"
"2017-05-19","2017","May","5","Technology","95.992","1.0","20.0","9.5992"
"2017-05-19","2017","May","5","Office Supplies","13.216","4.0","20.0","4.2952"
"2017-10-12","2017","October","10","Technology","435.84","12.0","0.0","130.752"
"2017-10-12","2017","October","10","Office Supplies","5.88","2.0","0.0","1.5876"
"2017-03-05","2017","March","3","Office Supplies","42.68","4.0","0.0","19.6328"
"2017-03-05","2017","March","3","Technology","299.97","3.0","0.0","125.9874"
"2017-03-05","2017","March","3","Office Supplies","262.24","2.0","0.0","78.672"
"2017-03-05","2017","March","3","Office Supplies","234.36","6.0","0.0","112.4928"
"2017-04-15","2017","April","4","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-02-09","2017","February","2","Furniture","21.12","4.0","0.0","6.5472"
"2017-08-20","2017","August","8","Office Supplies","17.22","3.0","0.0","5.166"
"2017-08-20","2017","August","8","Office Supplies","226.56","6.0","0.0","63.4368"
"2017-08-20","2017","August","8","Technology","107.88","3.0","20.0","10.788"
"2017-02-06","2017","February","2","Furniture","240.784","1.0","20.0","30.098"
"2017-07-13","2017","July","7","Office Supplies","360.38","2.0","0.0","93.6988"
"2017-07-13","2017","July","7","Office Supplies","13.56","2.0","0.0","6.2376"
"2017-04-24","2017","April","4","Technology","552.0","10.0","20.0","34.5"
"2017-09-16","2017","September","9","Office Supplies","20.544","6.0","20.0","6.42"
"2017-09-15","2017","September","9","Office Supplies","2357.488","7.0","20.0","884.058"
"2017-09-15","2017","September","9","Technology","369.544","7.0","20.0","32.3351"
"2017-09-15","2017","September","9","Furniture","184.752","3.0","20.0","-20.7846"
"2017-09-21","2017","September","9","Office Supplies","12.294","1.0","70.0","-8.6058"
"2017-09-07","2017","September","9","Furniture","19.76","4.0","0.0","8.2992"
"2017-12-11","2017","December","12","Technology","128.85","3.0","0.0","3.8655"
"2017-04-01","2017","April","4","Furniture","127.95","3.0","0.0","21.7515"
"2017-04-24","2017","April","4","Technology","69.98","2.0","0.0","4.8986"
"2017-08-24","2017","August","8","Office Supplies","646.272","8.0","20.0","64.6272"
"2017-08-24","2017","August","8","Office Supplies","10.368","2.0","20.0","3.7584"
"2017-02-23","2017","February","2","Office Supplies","8.4","5.0","0.0","0.336"
"2017-02-23","2017","February","2","Technology","71.96","5.0","20.0","25.186"
"2017-07-06","2017","July","7","Furniture","239.24","1.0","20.0","23.924"
"2017-04-23","2017","April","4","Office Supplies","54.9","5.0","0.0","15.372"
"2017-09-24","2017","September","9","Technology","859.2","3.0","20.0","75.18"
"2017-09-24","2017","September","9","Technology","506.28","3.0","20.0","177.198"
"2017-05-19","2017","May","5","Furniture","314.352","3.0","20.0","-35.3646"
"2017-05-19","2017","May","5","Office Supplies","27.888","7.0","20.0","10.1094"
"2017-05-20","2017","May","5","Furniture","518.272","8.0","20.0","-97.176"
"2017-05-20","2017","May","5","Furniture","6.98","1.0","0.0","3.3504"
"2017-05-20","2017","May","5","Technology","343.2","1.0","20.0","38.61"
"2017-08-13","2017","August","8","Office Supplies","17.544","3.0","20.0","5.9211"
"2017-12-25","2017","December","12","Office Supplies","153.552","3.0","20.0","51.8238"
"2017-12-25","2017","December","12","Office Supplies","270.62","2.0","0.0","2.7062"
"2017-08-05","2017","August","8","Office Supplies","151.056","9.0","20.0","7.5528"
"2017-12-28","2017","December","12","Office Supplies","1.188","2.0","70.0","-0.99"
"2017-09-20","2017","September","9","Furniture","272.646","3.0","10.0","18.1764"
"2017-09-20","2017","September","9","Technology","212.8","2.0","0.0","95.76"
"2017-09-20","2017","September","9","Office Supplies","38.52","9.0","0.0","18.1044"
"2017-09-20","2017","September","9","Technology","72.64","2.0","0.0","21.792"
"2017-09-20","2017","September","9","Office Supplies","45.4","4.0","0.0","12.712"
"2017-09-20","2017","September","9","Office Supplies","13.76","2.0","0.0","6.3296"
"2017-09-20","2017","September","9","Furniture","80.991","1.0","10.0","8.0991"
"2017-09-20","2017","September","9","Office Supplies","11.784","3.0","20.0","3.9771"
"2017-09-20","2017","September","9","Office Supplies","4.36","2.0","0.0","1.7876"
"2017-09-20","2017","September","9","Furniture","2888.127","11.0","10.0","609.7157"
"2017-09-20","2017","September","9","Technology","1299.66","2.0","0.0","350.9082"
"2017-09-20","2017","September","9","Furniture","2254.41","5.0","10.0","375.735"
"2017-09-20","2017","September","9","Technology","104.85","3.0","0.0","28.3095"
"2017-09-20","2017","September","9","Technology","59.97","3.0","0.0","20.3898"
"2017-08-22","2017","August","8","Furniture","314.532","2.0","40.0","-83.8752"
"2017-09-19","2017","September","9","Technology","191.976","3.0","20.0","19.1976"
"2017-09-19","2017","September","9","Office Supplies","23.832","3.0","20.0","6.5538"
"2017-09-19","2017","September","9","Furniture","409.216","8.0","20.0","61.3824"
"2017-09-19","2017","September","9","Furniture","72.588","2.0","70.0","-128.2388"
"2017-12-04","2017","December","12","Office Supplies","61.568","2.0","20.0","4.6176"
"2017-06-03","2017","June","6","Technology","44.75","5.0","0.0","8.5025"
"2017-06-03","2017","June","6","Office Supplies","11.96","2.0","0.0","5.382"
"2017-06-03","2017","June","6","Office Supplies","3.912","1.0","20.0","1.2714"
"2017-03-26","2017","March","3","Technology","53.25","3.0","0.0","20.7675"
"2017-03-26","2017","March","3","Office Supplies","3.76","2.0","0.0","1.316"
"2017-09-15","2017","September","9","Office Supplies","163.96","5.0","20.0","59.4355"
"2017-07-09","2017","July","7","Office Supplies","274.8","5.0","0.0","134.652"
"2017-07-09","2017","July","7","Office Supplies","195.64","4.0","0.0","3.9128"
"2017-07-09","2017","July","7","Technology","257.98","2.0","0.0","74.8142"
"2017-07-09","2017","July","7","Office Supplies","119.04","6.0","0.0","48.8064"
"2017-06-27","2017","June","6","Office Supplies","20.07","3.0","0.0","9.2322"
"2017-11-21","2017","November","11","Office Supplies","11.76","4.0","0.0","3.1752"
"2017-11-21","2017","November","11","Office Supplies","40.736","2.0","20.0","14.7668"
"2017-12-28","2017","December","12","Furniture","340.704","6.0","20.0","-34.0704"
"2017-07-03","2017","July","7","Office Supplies","87.92","4.0","0.0","0.8792"
"2017-04-20","2017","April","4","Furniture","51.968","2.0","20.0","10.3936"
"2017-04-20","2017","April","4","Office Supplies","51.336","3.0","20.0","5.7753"
"2017-04-20","2017","April","4","Office Supplies","332.704","1.0","20.0","33.2704"
"2017-04-20","2017","April","4","Furniture","42.408","3.0","20.0","9.5418"
"2017-04-04","2017","April","4","Technology","383.84","4.0","20.0","47.98"
"2017-12-13","2017","December","12","Office Supplies","31.44","3.0","0.0","8.4888"
"2017-12-22","2017","December","12","Office Supplies","25.92","5.0","20.0","9.072"
"2017-12-22","2017","December","12","Office Supplies","6.33","5.0","80.0","-9.8115"
"2017-12-22","2017","December","12","Office Supplies","75.88","5.0","20.0","26.558"
"2017-10-21","2017","October","10","Technology","329.988","2.0","40.0","-76.9972"
"2017-10-21","2017","October","10","Office Supplies","71.376","3.0","20.0","-4.461"
"2017-12-01","2017","December","12","Furniture","7.712","2.0","20.0","1.7352"
"2017-09-29","2017","September","9","Office Supplies","51.168","2.0","20.0","-6.396"
"2017-08-18","2017","August","8","Office Supplies","2793.528","9.0","20.0","942.8157"
"2017-08-18","2017","August","8","Office Supplies","1000.02","7.0","0.0","290.0058"
"2017-08-18","2017","August","8","Furniture","65.94","3.0","0.0","22.4196"
"2017-11-12","2017","November","11","Office Supplies","18.24","3.0","0.0","9.12"
"2017-11-12","2017","November","11","Office Supplies","76.12","2.0","0.0","22.0748"
"2017-09-14","2017","September","9","Office Supplies","56.7","9.0","0.0","26.082"
"2017-12-23","2017","December","12","Furniture","72.704","4.0","20.0","19.0848"
"2017-12-23","2017","December","12","Office Supplies","12.264","7.0","20.0","1.0731"
"2017-12-23","2017","December","12","Office Supplies","218.352","3.0","20.0","-54.588"
"2017-07-11","2017","July","7","Office Supplies","30.32","4.0","0.0","11.8248"
"2017-09-11","2017","September","9","Furniture","177.568","2.0","20.0","8.8784"
"2017-09-11","2017","September","9","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-09-11","2017","September","9","Office Supplies","71.28","11.0","0.0","34.2144"
"2017-09-11","2017","September","9","Office Supplies","1471.96","5.0","20.0","459.9875"
"2017-09-11","2017","September","9","Technology","79.96","5.0","20.0","-17.991"
"2017-05-28","2017","May","5","Furniture","247.44","8.0","0.0","101.4504"
"2017-05-29","2017","May","5","Office Supplies","43.41","1.0","0.0","19.9686"
"2017-05-29","2017","May","5","Furniture","6.24","3.0","0.0","2.6208"
"2017-05-29","2017","May","5","Office Supplies","465.16","2.0","0.0","120.9416"
"2017-05-29","2017","May","5","Office Supplies","7.98","1.0","0.0","3.99"
"2017-09-09","2017","September","9","Office Supplies","9.856","4.0","20.0","3.4496"
"2017-11-02","2017","November","11","Office Supplies","384.592","2.0","20.0","-81.7258"
"2017-07-23","2017","July","7","Office Supplies","41.4","4.0","0.0","19.872"
"2017-05-05","2017","May","5","Office Supplies","34.5","3.0","0.0","15.525"
"2017-12-02","2017","December","12","Technology","39.992","1.0","20.0","-7.9984"
"2017-12-02","2017","December","12","Furniture","1159.056","9.0","20.0","43.4646"
"2017-12-02","2017","December","12","Office Supplies","179.9","5.0","0.0","44.975"
"2017-12-11","2017","December","12","Technology","116.312","7.0","20.0","23.2624"
"2017-05-12","2017","May","5","Office Supplies","5.904","2.0","20.0","1.9926"
"2017-12-02","2017","December","12","Furniture","701.96","2.0","0.0","168.4704"
"2017-11-30","2017","November","11","Furniture","25.83","3.0","0.0","9.5571"
"2017-11-23","2017","November","11","Technology","195.96","5.0","20.0","19.596"
"2017-06-18","2017","June","6","Office Supplies","74.352","3.0","20.0","23.235"
"2017-05-05","2017","May","5","Office Supplies","6.68","1.0","0.0","3.2064"
"2017-02-16","2017","February","2","Office Supplies","579.51","3.0","0.0","81.1314"
"2017-02-16","2017","February","2","Technology","14.99","1.0","0.0","7.3451"
"2017-11-25","2017","November","11","Technology","39.96","5.0","20.0","3.4965"
"2017-11-25","2017","November","11","Office Supplies","34.08","6.0","0.0","15.336"
"2017-09-28","2017","September","9","Office Supplies","10.368","2.0","20.0","3.6288"
"2017-10-05","2017","October","10","Technology","87.8","4.0","0.0","43.9"
"2017-10-05","2017","October","10","Furniture","221.382","2.0","10.0","2.4598"
"2017-10-05","2017","October","10","Technology","5199.96","4.0","0.0","1351.9896"
"2017-10-20","2017","October","10","Office Supplies","24.55","5.0","0.0","12.0295"
"2017-09-03","2017","September","9","Furniture","108.4","5.0","60.0","-105.69"
"2017-11-03","2017","November","11","Technology","361.376","2.0","20.0","27.1032"
"2017-01-23","2017","January","1","Office Supplies","19.68","5.0","20.0","6.888"
"2017-01-23","2017","January","1","Office Supplies","25.92","4.0","0.0","12.4416"
"2017-01-23","2017","January","1","Office Supplies","6.48","1.0","0.0","3.1104"
"2017-01-23","2017","January","1","Technology","86.352","6.0","20.0","8.6352"
"2017-11-21","2017","November","11","Office Supplies","150.8","5.0","20.0","56.55"
"2017-11-21","2017","November","11","Technology","1039.992","1.0","20.0","103.9992"
"2017-11-21","2017","November","11","Office Supplies","51.84","8.0","0.0","24.8832"
"2017-04-04","2017","April","4","Technology","41.22","1.0","0.0","11.1294"
"2017-04-04","2017","April","4","Office Supplies","240.37","1.0","0.0","7.2111"
"2017-04-04","2017","April","4","Technology","119.02","2.0","0.0","33.3256"
"2017-05-19","2017","May","5","Office Supplies","133.12","5.0","20.0","49.92"
"2017-10-03","2017","October","10","Furniture","83.92","4.0","0.0","21.8192"
"2017-10-03","2017","October","10","Office Supplies","6.63","3.0","0.0","3.1161"
"2017-10-03","2017","October","10","Technology","371.97","3.0","0.0","66.9546"
"2017-04-10","2017","April","4","Technology","99.99","1.0","0.0","41.9958"
"2017-04-10","2017","April","4","Office Supplies","286.15","5.0","0.0","71.5375"
"2017-01-15","2017","January","1","Office Supplies","32.784","4.0","80.0","-52.4544"
"2017-01-15","2017","January","1","Technology","47.984","2.0","20.0","14.3952"
"2017-01-15","2017","January","1","Technology","62.592","8.0","20.0","13.3008"
"2017-01-15","2017","January","1","Office Supplies","4.276","1.0","80.0","-6.6278"
"2017-10-31","2017","October","10","Office Supplies","5.248","2.0","20.0","0.5904"
"2017-08-06","2017","August","8","Technology","824.95","5.0","0.0","247.485"
"2017-08-06","2017","August","8","Office Supplies","24.64","8.0","0.0","11.8272"
"2017-08-06","2017","August","8","Office Supplies","227.88","6.0","0.0","68.364"
"2017-05-30","2017","May","5","Furniture","241.96","2.0","0.0","33.8744"
"2017-05-30","2017","May","5","Office Supplies","3.89","1.0","0.0","1.8672"
"2017-05-30","2017","May","5","Furniture","8.01","3.0","0.0","3.0438"
"2017-08-31","2017","August","8","Furniture","569.568","2.0","20.0","7.1196"
"2017-08-31","2017","August","8","Office Supplies","149.73","7.0","0.0","43.4217"
"2017-05-14","2017","May","5","Furniture","899.43","5.0","30.0","-12.849"
"2017-05-14","2017","May","5","Office Supplies","46.2","5.0","20.0","5.775"
"2017-05-14","2017","May","5","Office Supplies","47.952","3.0","20.0","16.1838"
"2017-05-14","2017","May","5","Technology","7.992","1.0","20.0","0.6993"
"2017-05-14","2017","May","5","Office Supplies","76.864","2.0","20.0","26.9024"
"2017-08-17","2017","August","8","Office Supplies","102.93","3.0","0.0","48.3771"
"2017-08-17","2017","August","8","Technology","98.16","6.0","0.0","9.816"
"2017-11-10","2017","November","11","Office Supplies","11.52","5.0","70.0","-7.68"
"2017-08-21","2017","August","8","Office Supplies","83.88","1.0","20.0","29.358"
"2017-08-19","2017","August","8","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-05-27","2017","May","5","Furniture","35.0","4.0","0.0","14.7"
"2017-05-27","2017","May","5","Office Supplies","477.15","5.0","0.0","28.629"
"2017-05-27","2017","May","5","Technology","302.376","3.0","20.0","22.6782"
"2017-12-14","2017","December","12","Furniture","974.988","4.0","30.0","-97.4988"
"2017-03-04","2017","March","3","Furniture","103.5","5.0","60.0","-77.625"
